station_sk,station_key,station_reference,label,river_name,catchment_name,town,status,latitude,longitude,easting,northing,date_opened,station_types,measure_count,attr_hash,valid_from,valid_to,is_current,run_id
1239411143540170401,7173826528810189868,023009,Alston,River South Tyne,Tyne,Alston,Active,54.812531,-2.443415,371600,546500,1968-10-01,,1,4a5ed6eb4f2b6d0e7292ea79f693712b,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5470593566568541216,8555736767068077329,023011,Kielder Burn,Kielder Burn,Tyne,Kielder,Active,55.245179,-2.561466,364400,594700,1970-07-01,,1,449ac9ea3af53afe68edd66d5f304dd6,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5948406037407444813,-5710389207177569791,023016,Crag Hall,Ouse Burn,Tyne,Gosforth,Active,55.001861,-1.604447,425400,567550,1974-01-01,,2,275b39c97fe3e17aed450b6f23689e7a,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-4301509528634258247,786004711998775214,023017,Team Valley,River Team,Tyne,Lamesley,Active,54.92056,-1.612265,424950,558500,1981-01-01,,2,7f8085929bf5f3a60f0958c135c459db,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2847085436962045988,-1597402929206470870,023018,Woolsington,Ouse Burn,Tyne,Woolsington,Active,55.023247,-1.698085,419400,569900,1983-01-01,,1,385cb3efa2b02e064073b34aec756612,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-6582637531918536967,-7562469357515769348,023020,Hexham,River Tyne,Tyne,Hexham,Active,54.976253,-2.095184,394005,564633,1998-10-15,,1,7a5ba310bfee55bfdfde8653341c9374,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7271863094207517604,-411431357031270135,023021,Corbridge,River Tyne,Tyne,Corbridge,Active,54.974805,-2.023395,398600,564468,1998-10-15,,1,6f86c9b9ffbee8c94a5df2d12ee12937,2026-09-21T20:01:46.368+00:00,,true,366262550389695
7594416059042767780,-7790712875181547598,023022,Ugly Dub,River North Tyne,Tyne,Kielder reservoir,Active,55.181833,-2.45222,371300,587600,1982-11-01,,1,7d926be473a898173572bbb2308585f8,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-5961312177520862143,5485968725091520407,023023,Riding Mill,River Tyne,Tyne,Riding Mill,Active,54.952174,-1.959366,402700,561950,1983-01-01,,1,e0a526b8bd83d1e961d0c77a48221b5d,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7091219639563371632,-4709211393452950361,023024,Otterburn Mill,River Rede,Tyne,Otterburn,Active,55.227922,-2.17683,388850,592650,1994-01-01,,1,f1a2bb5aa96a020830e59132fb9ec11b,2026-09-21T20:01:46.368+00:00,,true,366262550389695
6486623508216189781,-2681576665624344921,023025,Warden Bridge End,River South Tyne,Tyne,Hexham,Active,54.988608,-2.141972,391013,566013,1999-07-13,,1,26e6fea3a2c65d6fa1c243eee4fa5d3d,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7863430719592785878,-2644227330747340433,023026,Haydon Bridge Brigwood,River South Tyne,Tyne,Haydon Bridge Brigwood,Active,54.971604,-2.249604,384119,564140,2006-01-27,,1,c08e1feb354bc305bb77351e01271ceb,2026-09-21T20:01:46.368+00:00,,true,366262550389695
2130404638960027499,-7247421898957119537,023027,Haltwhistle,River Tyne,Tyne,Haltwhistle,Active,54.967781,-2.460104,370641,563783,2000-02-11,,1,f0bebf13d27965577f2b4455ef4f27b0,2026-09-21T20:01:46.368+00:00,,true,366262550389695
7042114753455250512,157889089211044983,023028,Chollerford,River North Tyne,Tyne,Chollerford,Active,55.029637,-2.127318,391959,570577,2000-06-04,,1,375fa32fe1f5cf2a493d5c5418ca04dd,2026-09-21T20:01:46.368+00:00,,true,366262550389695
3195779218979948487,5211913629955339849,023033,Otterburn,River Rede,Tyne,Elishaw,Active,55.244482,-2.216223,386350,594500,1998-10-01,,2,548eb62c4b2fecf731f5f4577c6dbf9c,2026-09-21T20:01:46.368+00:00,,true,366262550389695
4001603221404698310,-6983767051291822676,023036,Allen Mill Bridge,River East Allen,Tyne,Allendale Town,Active,54.904713,-2.265082,383100,556700,2000-01-01,,1,d2fc67e0e238c0867a51ad64cb3cefa1,2026-09-21T20:01:46.368+00:00,,true,366262550389695
922644461667055525,8597721390060075982,023037,Bellingham,River North Tyne,Tyne,Bellingham,Active,55.142852,-2.261953,383400,583200,2000-01-01,,1,ddff84bbd9527e7a7ec5f0b07a5c683b,2026-09-21T20:01:46.368+00:00,,true,366262550389695
281502024975025238,-7221700184845485636,023038,Hexham,Cockshaw Burn,Tyne,Hexham,Active,54.969163,-2.115677,392692,563846,2002-03-08,,2,9160531db78b707d196bafc3ee2d50c1,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5122395927734505819,-3256159870226836173,023039,Hexham Tanners Row upstream,Cockshaw Burn,Tyne,Hexham,Active,54.973701,-2.105879,393320,564350,2002-03-21,,1,dd0e342348eff61fe61291346e4194d4,2026-09-21T20:01:46.368+00:00,,true,366262550389695
6259606248524129809,-4722020815202738075,023041,Hexham Tanners Row Downstream,Cockshaw Burn,Tyne,Hexham,Active,54.973809,-2.105629,393336,564362,2002-03-21,,2,29f061b18f4c12184db18621354e8aa7,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-6694626615691827790,-6622861465961245645,023042,Tanfield,River Team,Tyne,Tanfield,Active,54.887182,-1.700147,419333,554758,2002-05-29,,1,cb2bc057a2fd75b2b585c776c0f6255c,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5169837960134012315,-2571269527809190425,023044,Blackhall Mill,River Derwent,Derwent,Blackhall Mill,Active,54.905964,-1.812313,412132,556823,2002-06-21,,2,7d071b78dbdb8d87a685a9fe3f488723,2026-09-21T20:01:46.368+00:00,,true,366262550389695
6794164982224907110,-953667397812078629,023049,Hareshaw Burn,Hareshaw Burn,Tyne,Hareshaw Burn,Active,55.143777,-2.253628,,,2025-08-06,,1,afe193426703980adb4bc7498e7de474,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-10646248007729027,-4002506526024332065,023053,Falstone,River North Tyne,Tyne,Falstone,Active,55.176863,-2.435206,372380,587040,2007-05-02,,1,1a61bf20788c9fead1b42d12829f6f4c,2026-09-21T20:01:46.368+00:00,,true,366262550389695
3035383941096259974,7317209825471078069,023054,Gosforth,Ouse Burn,Tyne,Gosforth,Active,55.017771,-1.614378,424755,569317,2007-01-01,,1,eb9524f02d3da1715b2a0be2057e84cb,2026-09-21T20:01:46.368+00:00,,true,366262550389695
3890098197203874990,7138379606427117953,023057,Hexham Wydon Water,Wydon Burn,Tyne,Hexham Wydon Water,Active,54.963311,-2.107819,393194,563194,2009-04-02,,1,6a88e654915a952a385ae0a6eb6f7afe,2026-09-21T20:01:46.368+00:00,,true,366262550389695
1031490732765080648,-3540082907795610932,023058,Hindley Wrae Ford,River West Allen,Tyne,Allendale Town,Active,54.918811,-2.328264,379056,558286,2010-03-12,,1,e78dad5f1675075dd4518d185a1f267c,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7960082865126378736,1254817101971827614,023062,Acomb Garden House,Birkey Burn,Tyne,Acomb Garden House,Active,54.988973,-2.110623,393019,566050,2015-10-12,,1,4d15b1d798d5978010f7d0d94f963f9b,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-4353695939118554144,1697869809872572554,023063,Acomb Millersfield,Red Burn,Tyne,Acomb Millersfield,Active,54.994482,-2.110967,392998,566663,2015-10-12,,1,9563c24154bb642a68720b223efe9e2f,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-1230332669303850964,-1740031433762117001,023066,Stocksfield Ridley Mill,Stocksfield Burn,Tyne,Stocksfield Ridley Mill,Active,54.940584,-1.912769,405686,560663,2021-12-14,,1,b451f8e8bd6caf17c65e834ea55e0385,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7478363306048639090,1089737481231918612,023103,Kielder Butteryhaugh,River North Tyne,Tyne,Butteryhaugh,Active,55.230707,-2.581702,363100,593100,2005-10-26,,1,db0f36f3027505a5aab25b61c21d22a9,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5678269384221623385,-1328765720630946264,024000,South Church,River Gaunless,Wear,Bishop Auckland,Active,54.649317,-1.662117,421900,528300,2000-02-12,,1,b90cc62d56c9d624c5c3d5f663619b91,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-5318359139826860657,6906335162033292326,024001,Sunderland Bridge,River Wear,Wear,Sunderland Bridge,Active,54.734468,-1.589972,426500,537800,1957-01-01,,1,66f0f6cd56f8e776debae2d0c440bc76,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-531113396847214825,1738195109259787271,024003,Stanhope,River Wear,Wear,Stanhope,Active,54.745941,-2.026369,398400,539000,1958-01-01,,2,312cd518f10612f262ea0c883b636c1a,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-5682685675457718027,-1892843495545973387,024004,Bedburn,Bedburn Beck,Wear,Hamsterley,Active,54.6847,-1.818483,411800,532200,1959-01-01,,1,0ec94afacd627b79fd21008a8a2393d8,2026-09-21T20:01:46.368+00:00,,true,366262550389695
6187672074536045315,1298566350818468824,024005,Burn Hall,River Browney,Wear,Sunderland Bridge,Active,54.742586,-1.59921,425900,538700,1954-01-01,,3,9cf5915ed24b89d5083944621b1a4218,2026-09-21T20:01:46.368+00:00,,true,366262550389695
6246901826566812042,-8413046170453480756,024006,Eastgate,Rookhope Burn,Wear,Eastgate,Active,54.746819,-2.074526,395300,539100,1957-01-01,,2,337632f0d17c4acfdd42ed70ecc0a5a8,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-878582456429683074,-5426898446857088016,024008,Witton Park,River Wear,Wear,Witton Park,Active,54.67286,-1.733251,417300,530900,1972-01-01,,2,20e68b54d0b84f72293f7344ed9d2b06,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3481509315486604533,-4855696074754602002,024009,Chester-Le-Street,River Wear,Wear,Chester-Le-Street,Active,54.854785,-1.560716,428300,551200,1976-01-01,,2,0c1f9b9dafc8cf1b22ae8a46e25b702d,2026-09-21T20:01:46.368+00:00,,true,366262550389695
2322162992047367686,5409045411348051548,024010,Wearhead,Killhope Burn,Wear,Wearhead,Active,54.753822,-2.225251,385600,539900,1999-01-01,,2,0a22ec30ede8d2eae4e99618770f7f79,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-8304452490222603891,-7511646515696656841,024012,Houghton Le Spring,Moors Burn,Wear,Houghton Le Spring,Active,54.842382,-1.487058,433039,549852,2000-04-19,,1,24f42a6f98f43e41fd6bf9e7c56bcd61,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-387205025204168806,-5934557237113794456,0240120,Durham New Elvet Bridge,River Wear,Wear,Durham,Active,54.776573,-1.57257,427592,542492,2005-10-18,,1,3ac239f3377b67145e8de381a968ecb8,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5924657818644842592,-959565463717608145,024013,Lowlands,River Gaunless,Wear,Cockfield,Active,54.619954,-1.792445,413500,525000,2000-09-28,,1,b49228067d1a742ed956276603e80277,2026-09-21T20:01:46.368+00:00,,true,366262550389695
7572707467862152465,-1443942263144621270,024014,Copley,River Gaunless,Wear,Copley,Active,54.62006,-1.868327,408600,525000,2000-10-11,,2,6470aba85a4149be99fa1a6cb875e289,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8998620135785707265,-2711024864220744896,024015,West Auckland,River Gaunless,Wear,West Auckland,Active,54.633826,-1.719549,418201,526560,2002-03-18,,1,d9f4387becdeeb76bad8f9846bfd3605,2026-09-21T20:01:46.368+00:00,,true,366262550389695
475194976707638184,1899619969480383204,024016,Dovecote Hill,River Gaunless,Wear,Bishop Auckland,Active,54.646651,-1.672987,421200,528000,2002-05-13,,1,21b61b94f40bc325343901a6f00fcf09,2026-09-21T20:01:46.368+00:00,,true,366262550389695
1928394665413282976,-8324893036493034868,024017,Lanchester Front Street,Smallhope Burn,Wear,Lanchester,Active,54.82499,-1.744671,416502,547826,2002-01-01,,1,d3767595609bb3e5f931c27e01213f2f,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5188469807338637754,-8461492133632170620,024023,Oakley Cross Beck,Oakley Cross Beck,Wear,West Auckland,Active,54.62791,-1.7258,417800,525900,2004-01-01,,2,fd3b3d5aa07093f2676372f4ba5a8583,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2124876196712702740,6761727197291823540,024024,Spring Gardens Dam,River Gaunless,Wear,Toft Hill,Active,54.634236,-1.742024,416750,526600,2004-01-01,,4,94748cbe7f0eb3aad5926b251500f6e0,2026-09-21T20:01:46.368+00:00,,true,366262550389695
4446584537578337318,-6486568682101036644,024027,Ramshaw Mill,River Gaunless,Wear,West Auckland,Active,54.629699,-1.755963,415852,526092,2010-07-06,,1,0b80e3aa56856ffae8d9c59faa4e0839,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7769673095442685346,5483143905692862071,024030,Crook West Bridge Street,Crook Beck,Wear,Crook West Bridge Street,Active,54.715017,-1.74235,416696,535589,2021-11-16,,1,da93fced8d341aa3678cd3732f9b0856,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5821044077614684724,2515139766321199721,0260TH,Cirencester,River Churn,Cotswolds,Stratton,Active,51.724451,-1.972293,402010,202860,1986-01-01,,2,b695fe7535eb23d9bec787891c604038,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3971999679240156570,-1903803322110582622,0278TH,South Cerney,River Churn,Cotswolds,South Cerney,Active,51.673897,-1.934146,404650,197239,2006-01-01,,1,8985c97c6eb4877e9181b612bba13f91,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-1545412272983147748,5586603140338643543,0290TH,Cerney Wick,River Churn,Cotswolds,Cerney Wick,Active,51.665333,-1.891795,407580,196290,1986-01-01,,4,bc074ca564a38551d10b8e1c1dad9701,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3123504441488755668,9145549715945790366,0301TH,Highworth Bridge,South Marston Brook,Cotswolds,Swindon,Active,51.591169,-1.723948,419220,188072,2021-12-01,,1,933c54e5aaf3f4682d76cb848d5b46f0,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3188434327793468567,9045526119345037378,0305SO,Lingfield Eden Brook,Eden Tributary  Medway,Medway,Lingfield,Active,51.171954,-0.007351,539400,143300,1996-01-01,,2,2039f7e23ee4c0cb127cfe2922d63a5c,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3352815860673851699,-1473710830781468213,0311TH,Rushey Platt,River Ray,Vale of White Horse,Swindon,Active,51.553565,-1.803214,413740,183872,2006-01-01,,1,c5687ca5398af5b231e45d9c37e532f5,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2392881446080657512,-8470575211727675392,0319TH,Rodbourne,River Ray,Vale of White Horse,Haydon Wick,Active,51.571821,-1.816698,412800,185900,1997-01-01,,1,5cc8f7afbc1af0f74831c2d4adee90c0,2026-09-21T20:01:46.368+00:00,,true,366262550389695
3943875981500209621,7551534846390122802,0390TH,Water Eaton,River Ray,Vale of White Horse,Cricklade,Active,51.64017,-1.826539,412100,193500,1986-01-01,,3,0d9d2f267f6a7d67ed44d77e96fbb7b9,2026-09-21T20:01:46.368+00:00,,true,366262550389695
4323845648286130196,1058270382780608674,0470TH,Ampney St Peter,Ampney Brook,Cotswolds,Ampney St Peter,Active,51.710647,-1.889951,407700,201330,1982-01-01,,2,aa0e406feb43c9383114567607f62ce6,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8029223143101919034,8252079708140224060,0490TH,Sheeppen Bridge,Ampney Brook,Cotswolds,Latton,Active,51.654587,-1.849612,410500,195100,1986-01-01,,2,67abbbf4227b3bdd1e9ee5ef98226a90,2026-09-21T20:01:46.368+00:00,,true,366262550389695
